|srn|nl|keep_row
5246|A broko wan maka dan a dyompo go ini a gron fu Asaw.|De natie werd <unk> ls veld|keep row: both source and target contain non numerical text!
5247|A boro wan olo nanga a maka ini a moro bigi lepi watramun.|De natie <unk> en de natie in de grootste natie|keep row: both source and target contain non numerical text!
5248|Dan a kwinsi ensrefi go ini a watramun.|Dan ging de situatie in de natie|keep row: both source and target contain non numerical text!
5249|Anansi bigin nyan te leki en bere kon|Anansi begon tot zijn buik te eten|keep row: both source and target contain non numerical text!
5250|lontu leki wan bal.|rond als een natie|keep row: both source and target contain non numerical text!
5251|Dan a taki: Ai, mi bere furu moi kba.|Toen zei hij: en ik heb veel mooie <unk>|keep row: both source and target contain non numerical text!
5252|Mi o gwe, bika dyonsro Asaw o kon baka.|Ik zal <unk> , want <unk> zal komen|keep row: both source and target contain non numerical text!
5253|Ma di Anansi suku fu kwinsi ensrefi kmoto ini a olo, a no ben kan psa moro, bika a ben nyan tumsi furu.|Maar toen Anansi zich en in de situatie had gezocht , kon hij niet voorbijgaan en omdat hij te weinig eet|keep row: both source and target contain non numerical text!
5254|A ben fatu tumsi fu kmoto ini a olo.|Hij predikte te prediken in de situatie|keep row: both source and target contain non numerical text!
5255|Dan Anansi bigin krei.|Toen begon Anansi te prediken|keep row: both source and target contain non numerical text!
5256|A taki: Mi fasi.|Hij zei: Mijn organisatie|keep row: both source and target contain non numerical text!
5257|Mi no kan kmoto dya te leki mi kon mangri baka.|Ik kan hier niet prediken totdat ik <unk> ben gekomen|keep row: both source and target contain non numerical text!
5258|Dan Anansi sidon wakti fu kon mangri baka.|Vervolgens zit Anansi te wachten om <unk> te komen|keep row: both source and target contain non numerical text!
5259|A ten ben e gwe safrisafri.|De tijd ging <unk>|keep row: both source and target contain non numerical text!
5260|Anansi bari taki: Mi e ferferi, man.|Anansi schreeuwde: Ik zeg niet.|keep row: both source and target contain non numerical text!
5261|Mi winsi taki mi ben kan du wan sani.|Ik wens dat ik een situatie kon doen|keep row: both source and target contain non numerical text!
5262|Leki fa Anansi kba taki, so a yere Asaw e waka kon.|Volgens Anansi en zo hoort hij <unk>|keep row: both source and target contain non numerical text!
5263|Dan Anansi kisi a prakseri taki: Te Asaw kon krosbei mi o taki wan sani.|Anansi kreeg vervolgens de gedachte te stellen: Wanneer <unk> komt en ik zal een natie spreken|keep row: both source and target contain non numerical text!
5264|Dan a o denki taki na a watramun e taki.|Dan zal hij denken dat de natie <unk> verkondigt|keep row: both source and target contain non numerical text!
5265|Di Asaw doro ini en watramungron, en ai fadon wantron tapu a watramun pe Anansi ben de.|Toen <unk> in zijn eigen ogen aankwam , viel hij en op de dag waarop Anansi st@@|keep row: both source and target contain non numerical text!
5266|Asaw broko a watramun dan a taki: Ai, luku fa yu bigi èn lepi so moi.|<unk> verbreken de situatie dan en zie hoe u groot bent en zo <unk> ?|keep row: both source and target contain non numerical text!
5267|Dan Anansi bari taki: Ooo!|Toen riep Anansi uit: <unk>|keep row: both source and target contain non numerical text!
5268|Asaw dyompo.|<unk> <unk>|keep row: both source and target contain non numerical text!
5269|A taki: Eee!|Hij zei: <unk>|keep row: both source and target contain non numerical text!
5270|Suma taki dape?|Wie zei <unk>|keep row: both source and target contain non numerical text!
5271|Anansi piki taki: Na mi, a watramun.|Anansi antwoordde: De situatie|keep row: both source and target contain non numerical text!
5272|Asaw taki: Mi no ben sabi taki watramun kan taki.|<unk> zei: Ik wist niet dat <unk> mogelijk is|keep row: both source and target contain non numerical text!
5273|Anansi piki: Iya, ala ten wi ben taki.|Anansi en altijd predikten wij|keep row: both source and target contain non numerical text!
5274|Ma yu no e arki.|Maar u predikt niet|keep row: both source and target contain non numerical text!
5275|Asaw taki: Mi no kan bribi san mi e yere dya nanga mi yesi.|<unk> zei: Ik kan niet geloven wat ik hier met mijn organisatie hoort|keep row: both source and target contain non numerical text!
5276|Wan watramun e taki?|Een natie <unk>|keep row: both source and target contain non numerical text!
5277|Suma o wani bribi a sani disi?|Wie zal de dingen willen geloven|keep row: both source and target contain non numerical text!
5278|Mi mus go sori Kownu a sani disi.|Ik moet koning de situatie aan de dag leggen|keep row: both source and target contain non numerical text!
5279|Asaw bigin lon gwe nanga a watramun ini en anu fu go na kownu.|<unk> begon met de natie in zijn hand te vluchten om naar <unk> te gaan|keep row: both source and target contain non numerical text!
5280|Baka wan pis'ten Asaw miti en mati Bofru tapu pasi.|Na een dag ontmoette zijn vriend en op <unk>|keep row: both source and target contain non numerical text!
5281|Bofru aksi en taki: Pe yu e lon go nanga so wan moi watramun?|<unk> vroeg hem: Waar gij met zo ' n prachtige situatie stroomt|keep row: both source and target contain non numerical text!
5282|Asaw piki taki: Mi e tyari en go gi Kownu.|<unk> antwoordde: Ik breng hem voor <unk>|keep row: both source and target contain non numerical text!
5283|Bofru taki: Fu sanede, dan?|<unk> zei: Van <unk>|keep row: both source and target contain non numerical text!
5284|Kownu abi moro leki wan hundro watramun.|Koning heeft meer dan <unk> natie|keep row: both source and target contain non numerical text!
5285|Asaw taki: Ma a watramun disi kan taki!|<unk> zei: Maar deze situatie kan prediken|keep row: both source and target contain non numerical text!
5286|Bofru no ben bribi Asaw.|<unk> geloofde <unk> niet|keep row: both source and target contain non numerical text!
5287|A taki: Wan watramun di e taki?|Hij zei: Een natie die predikt|keep row: both source and target contain non numerical text!
5288|Dati no kan!|Dat is niet <unk>|keep row: both source and target contain non numerical text!
5289|Dan Anansi taki: Yu mangri Bofru, yu!|Anansi zei: Uw profetie|keep row: both source and target contain non numerical text!
5290|Wantron Bofru ati bigin bron, taki en heri fesi kon redi.|<unk> V<unk> hart begint en zijn hele vooruitgang|keep row: both source and target contain non numerical text!
5291|A taki: Suma taki dati?|Hij zei: Wie zei <unk>|keep row: both source and target contain non numerical text!
5292|Asaw, na yu ben taki dati?|En bij u sprak <unk>|keep row: both source and target contain non numerical text!
5293|Asaw piki taki: A no mi!|<unk> antwoordde: Het is niet <unk>|keep row: both source and target contain non numerical text!
5294|Mi taigi yu taki a watramun disi kan taki.|Ik zeg u dat deze situatie kan prediken|keep row: both source and target contain non numerical text!
5295|Yu e bribi mi now?|U gelooft mijn organisatie|keep row: both source and target contain non numerical text!
5296|Bofru taki: Iya, mi e bribi yu.|<unk> zei: En ik geloof je.|keep row: both source and target contain non numerical text!
5297|Dan mi sa kon nanga yu.|Dan zal ik met jou komen.|keep row: both source and target contain non numerical text!
5298|Mi wani yere san Kownu o taki te yu gi en a watramun di e taki.|Ik wil horen wat Koning zal zeggen wanneer u hem de natie <unk> geeft|keep row: both source and target contain non numerical text!
5299|Asaw taki: Kon un gwe.|<unk> zei: Kom uw eenheid|keep row: both source and target contain non numerical text!
5300|So Asaw nanga Bofru teki pasi fu go na Kownu.|Zo <unk> en <unk> zijn weg tot eenheid|keep row: both source and target contain non numerical text!
5301|Makandra den tyari a watramun moro fara.|En zij hebben de natie meer gedragen|keep row: both source and target contain non numerical text!
5302|Baka wan pis'ten den miti Ba Pingo.|Na verloop van tijd ontmoetten zij <unk>|keep row: both source and target contain non numerical text!
5303|Ba Pingo taki: Pe unu e tyari a watramun go?|<unk> zegt: Waar brengt gij de natie <unk>|keep row: both source and target contain non numerical text!
5304|Den piki: Wi e tyari en go na Kownu.|De <unk> brengen hem naar <unk>|keep row: both source and target contain non numerical text!
5305|Ba Pingo taki: Ma fu sanede, dan?|<unk> zei: Maar voor eeuwig|keep row: both source and target contain non numerical text!
5306|Kownu abi someni watramun.|Koning heeft zoveel <unk>|keep row: both source and target contain non numerical text!
5307|Dan Bofru piki taki: Ma a no abi wan leki disi.|Dan antwoordde hij: Maar hij heeft geen natie|keep row: both source and target contain non numerical text!
5308|A wan disi kan taki!|Deze kan prediken|keep row: both source and target contain non numerical text!
5309|Ba Pingo taki: San!|<unk> zei: <unk>|keep row: both source and target contain non numerical text!
5310|Fa dati kan, wan watramun e taki?|Hoe predikt dat en een natie|keep row: both source and target contain non numerical text!
5311|A no kan!|Niet <unk>|keep row: both source and target contain non numerical text!
5312|Dan a bigin bari lafu.|Toen begon hij <unk> te schreeuwen|keep row: both source and target contain non numerical text!
5313|Dan Anansi taki: Yu don Pingo yu!|Anansi zei: Je bent dwaas en <unk>|keep row: both source and target contain non numerical text!
5314|Fa yu e lafu so leki wan lawman?|Hoe predikt u als een natie|keep row: both source and target contain non numerical text!
5315|Ba Pingo kba lafu wantron.|<unk> eindigde <unk>|keep row: both source and target contain non numerical text!
5316|A bigin kuku fu atibron.|Het begin van <unk>|keep row: both source and target contain non numerical text!
5317|A bari taki: Suma taki a sani dati?|Hij riep uit: Wie zei het <unk>|keep row: both source and target contain non numerical text!
5318|Asaw, na yu?|<unk> de natie|keep row: both source and target contain non numerical text!
5319|Bofru, na yu?|<unk> de natie|keep row: both source and target contain non numerical text!
5320|Den piki en taki: Nono, a no unu taki en.|Ze zeiden hem: En hij zei niet.|keep row: both source and target contain non numerical text!
5321|Na a watramun taki so.|Bij de natie <unk>|keep row: both source and target contain non numerical text!
5322|Yu srefi yere.|Uw eigen organisatie|keep row: both source and target contain non numerical text!
5323|Yu e bribi un now?|U gelooft uw organisatie|keep row: both source and target contain non numerical text!
5324|Ba Pingo taki: Iya.|<unk> zei: <unk>|keep row: both source and target contain non numerical text!
5325|Mi o kon nanga unu.|Ik zal met <unk> komen|keep row: both source and target contain non numerical text!
5326|Mi wani si fa Kownu o du te wi o sori en a watramun disi di kan taki.|Ik wil zien hoe Koning zal doen wanneer wij hem deze situatie die mogelijk is|keep row: both source and target contain non numerical text!
5327|So Asaw, Ba Pingo nanga Bofru syow a watramun makandra go moro fara.|Zo <unk> <unk> en <unk> en eenheid verenigd|keep row: both source and target contain non numerical text!
5328|Di den ben de na pasi, den kon miti Sekrepatu, Dia nanga Konkoni.|Toen zij in eendracht waren , ontmoetten|keep row: both source and target contain non numerical text!
5329|Den srefi no ben wani bribi dati a watramun ben kan taki.|Zij wilden niet geloven dat de natie <unk> kon prediken|keep row: both source and target contain non numerical text!
5330|Ma di den yere a watramun taki, dan den ben teki bribi.|Maar toen zij de natie hoorden , aanvaardden zij <unk>|keep row: both source and target contain non numerical text!
5331|Dan den srefi bigin waka nanga den tra meti.|Dan gingen zij zelf met de andere <unk> wandelen|keep row: both source and target contain non numerical text!
5332|Di den doro na Kownu, dan Asaw go na fesi.|Toen zij de natie aankwamen , ging <unk> naar <unk>|keep row: both source and target contain non numerical text!
5333|A boigi fesi Kownu, dan a poti a watramun na Kownu futu.|Eerder en dan stelde hij de natie de Koning <unk>|keep row: both source and target contain non numerical text!
5334|Kownu luku a watramun, dan a taki: Fu sanede yu tyari wan watramun gi mi?|Koning keek de situatie en zei: Van <unk> hebt u een natie voor <unk> geleid|keep row: both source and target contain non numerical text!
